Table:uint8,RecordID:uint32,MaskIndex:uint8,Mask:blob,Comment:string
0,7160,1,0x00000080,SkillLineAbility Spell 11189 (Skill 6)
0,7418,1,0x00000080,SkillLineAbility Spell 13031 (Skill 6)
0,7419,1,0x00000080,SkillLineAbility Spell 13032 (Skill 6)
0,7420,1,0x00000080,SkillLineAbility Spell 13033 (Skill 6)
0,13244,1,0x00000080,SkillLineAbility Spell 25304 (Skill 6)
0,13644,1,0x00000080,SkillLineAbility Spell 27071 (Skill 6)
0,13645,1,0x00000080,SkillLineAbility Spell 27072 (Skill 6)
0,13646,1,0x00000080,SkillLineAbility Spell 27088 (Skill 6)
0,13647,1,0x00000080,SkillLineAbility Spell 27087 (Skill 6)
0,13648,1,0x00000080,SkillLineAbility Spell 27085 (Skill 6)
0,13649,1,0x00000080,SkillLineAbility Spell 27124 (Skill 6)
0,13651,1,0x00000080,SkillLineAbility Spell 27134 (Skill 6)
0,13931,1,0x00000080,SkillLineAbility Spell 28332 (Skill 6)
0,13954,1,0x00000080,SkillLineAbility Spell 11180 (Skill 6)
0,13955,1,0x00000080,SkillLineAbility Spell 28592 (Skill 6)
0,13956,1,0x00000080,SkillLineAbility Spell 28593 (Skill 6)
0,14004,1,0x00000080,SkillLineAbility Spell 28609 (Skill 6)
0,14127,1,0x00000080,SkillLineAbility Spell 29438 (Skill 6)
0,14128,1,0x00000080,SkillLineAbility Spell 29439 (Skill 6)
0,14129,1,0x00000080,SkillLineAbility Spell 29440 (Skill 6)
0,14645,1,0x00000080,SkillLineAbility Spell 30455 (Skill 6)
0,14689,1,0x00000080,SkillLineAbility Spell 31687 (Skill 6)
0,14690,1,0x00000080,SkillLineAbility Spell 31682 (Skill 6)
0,14691,1,0x00000080,SkillLineAbility Spell 31683 (Skill 6)
0,14698,1,0x00000080,SkillLineAbility Spell 31674 (Skill 6)
0,14699,1,0x00000080,SkillLineAbility Spell 31675 (Skill 6)
0,14700,1,0x00000080,SkillLineAbility Spell 31676 (Skill 6)
0,14701,1,0x00000080,SkillLineAbility Spell 31677 (Skill 6)
0,14702,1,0x00000080,SkillLineAbility Spell 31678 (Skill 6)
0,14703,1,0x00000080,SkillLineAbility Spell 31670 (Skill 6)
0,14704,1,0x00000080,SkillLineAbility Spell 31672 (Skill 6)
0,14705,1,0x00000080,SkillLineAbility Spell 31667 (Skill 6)
0,14706,1,0x00000080,SkillLineAbility Spell 31668 (Skill 6)
0,14707,1,0x00000080,SkillLineAbility Spell 31669 (Skill 6)
0,14916,1,0x00000080,SkillLineAbility Spell 32796 (Skill 6)
0,15031,1,0x00000080,SkillLineAbility Spell 33405 (Skill 6)
0,15732,1,0x00000080,SkillLineAbility Spell 38697 (Skill 6)
0,15911,1,0x00000080,SkillLineAbility Spell 42841 (Skill 6)
0,15912,1,0x00000080,SkillLineAbility Spell 42842 (Skill 6)
0,15922,1,0x00000080,SkillLineAbility Spell 42913 (Skill 6)
0,15923,1,0x00000080,SkillLineAbility Spell 42914 (Skill 6)
0,15924,1,0x00000080,SkillLineAbility Spell 42917 (Skill 6)
0,15929,1,0x00000080,SkillLineAbility Spell 42930 (Skill 6)
0,15930,1,0x00000080,SkillLineAbility Spell 42931 (Skill 6)
0,15931,1,0x00000080,SkillLineAbility Spell 42939 (Skill 6)
0,15932,1,0x00000080,SkillLineAbility Spell 42940 (Skill 6)
0,15933,1,0x00000080,SkillLineAbility Spell 42208 (Skill 6)
0,15934,1,0x00000080,SkillLineAbility Spell 42209 (Skill 6)
0,15935,1,0x00000080,SkillLineAbility Spell 42210 (Skill 6)
0,15936,1,0x00000080,SkillLineAbility Spell 42211 (Skill 6)
0,15937,1,0x00000080,SkillLineAbility Spell 42212 (Skill 6)
0,15938,1,0x00000080,SkillLineAbility Spell 42213 (Skill 6)
0,15939,1,0x00000080,SkillLineAbility Spell 42198 (Skill 6)
0,15940,1,0x00000080,SkillLineAbility Spell 42938 (Skill 6)
0,15941,1,0x00000080,SkillLineAbility Spell 42937 (Skill 6)
0,15956,1,0x00000080,SkillLineAbility Spell 43008 (Skill 6)
0,15958,1,0x00000080,SkillLineAbility Spell 43012 (Skill 6)
0,15965,1,0x00000080,SkillLineAbility Spell 43038 (Skill 6)
0,15966,1,0x00000080,SkillLineAbility Spell 43039 (Skill 6)
0,15985,1,0x00000080,SkillLineAbility Spell 42208 (Skill 6)
0,15986,1,0x00000080,SkillLineAbility Spell 42209 (Skill 6)
0,15987,1,0x00000080,SkillLineAbility Spell 42210 (Skill 6)
0,15988,1,0x00000080,SkillLineAbility Spell 42211 (Skill 6)
0,15989,1,0x00000080,SkillLineAbility Spell 42212 (Skill 6)
0,15990,1,0x00000080,SkillLineAbility Spell 42213 (Skill 6)
0,15991,1,0x00000080,SkillLineAbility Spell 42198 (Skill 6)
0,16069,1,0x00000080,SkillLineAbility Spell 44543 (Skill 6)
0,16070,1,0x00000080,SkillLineAbility Spell 44545 (Skill 6)
0,16071,1,0x00000080,SkillLineAbility Spell 44544 (Skill 6)
0,16072,1,0x00000080,SkillLineAbility Spell 44557 (Skill 6)
0,16073,1,0x00000080,SkillLineAbility Spell 44560 (Skill 6)
0,16074,1,0x00000080,SkillLineAbility Spell 44561 (Skill 6)
0,16075,1,0x00000080,SkillLineAbility Spell 44546 (Skill 6)
0,16076,1,0x00000080,SkillLineAbility Spell 44548 (Skill 6)
0,16077,1,0x00000080,SkillLineAbility Spell 44549 (Skill 6)
0,16078,1,0x00000080,SkillLineAbility Spell 44566 (Skill 6)
0,16079,1,0x00000080,SkillLineAbility Spell 44567 (Skill 6)
0,16080,1,0x00000080,SkillLineAbility Spell 44568 (Skill 6)
0,16081,1,0x00000080,SkillLineAbility Spell 44570 (Skill 6)
0,16082,1,0x00000080,SkillLineAbility Spell 44571 (Skill 6)
0,16083,1,0x00000080,SkillLineAbility Spell 44572 (Skill 6)
0,16140,1,0x00000080,SkillLineAbility Spell 44745 (Skill 6)
0,16197,1,0x00000080,SkillLineAbility Spell 45438 (Skill 6)
0,19146,1,0x00000080,SkillLineAbility Spell 54787 (Skill 6)
0,19199,1,0x00000080,SkillLineAbility Spell 55094 (Skill 6)
0,19200,1,0x00000080,SkillLineAbility Spell 55091 (Skill 6)
0,19201,1,0x00000080,SkillLineAbility Spell 55092 (Skill 6)
0,21382,1,0x00000080,SkillLineAbility Spell 71761 (Skill 6)
0,455,1,0x00000080,SkillLineAbility Spell 133 (Skill 8)
0,460,1,0x00000080,SkillLineAbility Spell 143 (Skill 8)
0,470,1,0x00000080,SkillLineAbility Spell 145 (Skill 8)
0,1330,1,0x00000080,SkillLineAbility Spell 2120 (Skill 8)
0,1331,1,0x00000080,SkillLineAbility Spell 2121 (Skill 8)
0,1812,1,0x00000080,SkillLineAbility Spell 3140 (Skill 8)
0,2976,1,0x00000080,SkillLineAbility Spell 543 (Skill 8)
0,4221,1,0x00000080,SkillLineAbility Spell 2136 (Skill 8)
0,4222,1,0x00000080,SkillLineAbility Spell 2137 (Skill 8)
0,4223,1,0x00000080,SkillLineAbility Spell 2138 (Skill 8)
0,4666,1,0x00000080,SkillLineAbility Spell 8400 (Skill 8)
0,4667,1,0x00000080,SkillLineAbility Spell 8401 (Skill 8)
0,4668,1,0x00000080,SkillLineAbility Spell 8402 (Skill 8)
0,4672,1,0x00000080,SkillLineAbility Spell 8412 (Skill 8)
0,4673,1,0x00000080,SkillLineAbility Spell 8413 (Skill 8)
0,4676,1,0x00000080,SkillLineAbility Spell 8422 (Skill 8)
0,4677,1,0x00000080,SkillLineAbility Spell 8423 (Skill 8)
0,4691,1,0x00000080,SkillLineAbility Spell 2948 (Skill 8)
0,4692,1,0x00000080,SkillLineAbility Spell 8444 (Skill 8)
0,4693,1,0x00000080,SkillLineAbility Spell 8445 (Skill 8)
0,4694,1,0x00000080,SkillLineAbility Spell 8446 (Skill 8)
0,4703,1,0x00000080,SkillLineAbility Spell 8457 (Skill 8)
0,4704,1,0x00000080,SkillLineAbility Spell 8458 (Skill 8)
0,5433,1,0x00000080,SkillLineAbility Spell 10148 (Skill 8)
0,5434,1,0x00000080,SkillLineAbility Spell 10149 (Skill 8)
0,5435,1,0x00000080,SkillLineAbility Spell 10150 (Skill 8)
0,5436,1,0x00000080,SkillLineAbility Spell 10151 (Skill 8)
0,5460,1,0x00000080,SkillLineAbility Spell 10197 (Skill 8)
0,5461,1,0x00000080,SkillLineAbility Spell 10199 (Skill 8)
0,5464,1,0x00000080,SkillLineAbility Spell 10205 (Skill 8)
0,5465,1,0x00000080,SkillLineAbility Spell 10206 (Skill 8)
0,5466,1,0x00000080,SkillLineAbility Spell 10207 (Skill 8)
0,5469,1,0x00000080,SkillLineAbility Spell 10215 (Skill 8)
0,5470,1,0x00000080,SkillLineAbility Spell 10216 (Skill 8)
0,5473,1,0x00000080,SkillLineAbility Spell 10223 (Skill 8)
0,5474,1,0x00000080,SkillLineAbility Spell 10225 (Skill 8)
0,5906,1,0x00000080,SkillLineAbility Spell 11113 (Skill 8)
0,5988,1,0x00000080,SkillLineAbility Spell 11366 (Skill 8)
0,6556,1,0x00000080,SkillLineAbility Spell 11115 (Skill 8)
0,6557,1,0x00000080,SkillLineAbility Spell 11367 (Skill 8)
0,6558,1,0x00000080,SkillLineAbility Spell 11368 (Skill 8)
0,6561,1,0x00000080,SkillLineAbility Spell 11129 (Skill 8)
0,6656,1,0x00000080,SkillLineAbility Spell 11069 (Skill 8)
0,6676,1,0x00000080,SkillLineAbility Spell 12338 (Skill 8)
0,6677,1,0x00000080,SkillLineAbility Spell 12339 (Skill 8)
0,6679,1,0x00000080,SkillLineAbility Spell 12340 (Skill 8)
0,6680,1,0x00000080,SkillLineAbility Spell 12341 (Skill 8)
0,6681,1,0x00000080,SkillLineAbility Spell 11078 (Skill 8)
0,6682,1,0x00000080,SkillLineAbility Spell 11080 (Skill 8)
0,6696,1,0x00000080,SkillLineAbility Spell 11108 (Skill 8)
0,6697,1,0x00000080,SkillLineAbility Spell 12349 (Skill 8)
0,6698,1,0x00000080,SkillLineAbility Spell 12350 (Skill 8)
0,6699,1,0x00000080,SkillLineAbility Spell 11100 (Skill 8)
0,6700,1,0x00000080,SkillLineAbility Spell 12353 (Skill 8)
0,6701,1,0x00000080,SkillLineAbility Spell 11083 (Skill 8)
0,6702,1,0x00000080,SkillLineAbility Spell 12351 (Skill 8)
0,6704,1,0x00000080,SkillLineAbility Spell 11103 (Skill 8)
0,6705,1,0x00000080,SkillLineAbility Spell 12357 (Skill 8)
0,6706,1,0x00000080,SkillLineAbility Spell 12358 (Skill 8)
0,6709,1,0x00000080,SkillLineAbility Spell 12355 (Skill 8)
0,6716,1,0x00000080,SkillLineAbility Spell 11124 (Skill 8)
0,6717,1,0x00000080,SkillLineAbility Spell 12378 (Skill 8)
0,6718,1,0x00000080,SkillLineAbility Spell 12398 (Skill 8)
0,6719,1,0x00000080,SkillLineAbility Spell 12399 (Skill 8)
0,6720,1,0x00000080,SkillLineAbility Spell 12400 (Skill 8)
0,6796,1,0x00000080,SkillLineAbility Spell 12505 (Skill 8)
0,6797,1,0x00000080,SkillLineAbility Spell 12522 (Skill 8)
0,6798,1,0x00000080,SkillLineAbility Spell 12523 (Skill 8)
0,6799,1,0x00000080,SkillLineAbility Spell 12524 (Skill 8)
0,6800,1,0x00000080,SkillLineAbility Spell 12525 (Skill 8)
0,6801,1,0x00000080,SkillLineAbility Spell 12526 (Skill 8)
0,7176,1,0x00000080,SkillLineAbility Spell 13018 (Skill 8)
0,7177,1,0x00000080,SkillLineAbility Spell 13019 (Skill 8)
0,7178,1,0x00000080,SkillLineAbility Spell 13020 (Skill 8)
0,7179,1,0x00000080,SkillLineAbility Spell 13021 (Skill 8)
0,10618,1,0x00000080,SkillLineAbility Spell 18809 (Skill 8)
0,12381,1,0x00000080,SkillLineAbility Spell 22959 (Skill 8)
0,12596,1,0x00000080,SkillLineAbility Spell 11095 (Skill 8)
0,12597,1,0x00000080,SkillLineAbility Spell 12872 (Skill 8)
0,12598,1,0x00000080,SkillLineAbility Spell 12873 (Skill 8)
0,13245,1,0x00000080,SkillLineAbility Spell 25306 (Skill 8)
0,13635,1,0x00000080,SkillLineAbility Spell 27070 (Skill 8)
0,13636,1,0x00000080,SkillLineAbility Spell 27074 (Skill 8)
0,13637,1,0x00000080,SkillLineAbility Spell 27073 (Skill 8)
0,13638,1,0x00000080,SkillLineAbility Spell 27079 (Skill 8)
0,13639,1,0x00000080,SkillLineAbility Spell 27078 (Skill 8)
0,13640,1,0x00000080,SkillLineAbility Spell 27132 (Skill 8)
0,13641,1,0x00000080,SkillLineAbility Spell 27086 (Skill 8)
0,13642,1,0x00000080,SkillLineAbility Spell 27133 (Skill 8)
0,13643,1,0x00000080,SkillLineAbility Spell 27128 (Skill 8)
0,14073,1,0x00000080,SkillLineAbility Spell 29074 (Skill 8)
0,14075,1,0x00000080,SkillLineAbility Spell 29075 (Skill 8)
0,14076,1,0x00000080,SkillLineAbility Spell 29076 (Skill 8)
0,14077,1,0x00000080,SkillLineAbility Spell 29077 (Skill 8)
0,14388,1,0x00000080,SkillLineAbility Spell 30482 (Skill 8)
0,14666,1,0x00000080,SkillLineAbility Spell 31661 (Skill 8)
0,14667,1,0x00000080,SkillLineAbility Spell 31656 (Skill 8)
0,14668,1,0x00000080,SkillLineAbility Spell 31657 (Skill 8)
0,14669,1,0x00000080,SkillLineAbility Spell 31658 (Skill 8)
0,14683,1,0x00000080,SkillLineAbility Spell 31641 (Skill 8)
0,14684,1,0x00000080,SkillLineAbility Spell 31642 (Skill 8)
0,14685,1,0x00000080,SkillLineAbility Spell 31643 (Skill 8)
0,14686,1,0x00000080,SkillLineAbility Spell 31638 (Skill 8)
0,14687,1,0x00000080,SkillLineAbility Spell 31639 (Skill 8)
0,14688,1,0x00000080,SkillLineAbility Spell 31640 (Skill 8)
0,14935,1,0x00000080,SkillLineAbility Spell 31679 (Skill 8)
0,14936,1,0x00000080,SkillLineAbility Spell 31680 (Skill 8)
0,15111,1,0x00000080,SkillLineAbility Spell 33933 (Skill 8)
0,15113,1,0x00000080,SkillLineAbility Spell 33938 (Skill 8)
0,15114,1,0x00000080,SkillLineAbility Spell 33041 (Skill 8)
0,15115,1,0x00000080,SkillLineAbility Spell 33042 (Skill 8)
0,15116,1,0x00000080,SkillLineAbility Spell 33043 (Skill 8)
0,15161,1,0x00000080,SkillLineAbility Spell 34293 (Skill 8)
0,15162,1,0x00000080,SkillLineAbility Spell 34295 (Skill 8)
0,15163,1,0x00000080,SkillLineAbility Spell 34296 (Skill 8)
0,15731,1,0x00000080,SkillLineAbility Spell 38692 (Skill 8)
0,15909,1,0x00000080,SkillLineAbility Spell 42832 (Skill 8)
0,15910,1,0x00000080,SkillLineAbility Spell 42833 (Skill 8)
0,15913,1,0x00000080,SkillLineAbility Spell 42872 (Skill 8)
0,15914,1,0x00000080,SkillLineAbility Spell 42873 (Skill 8)
0,15915,1,0x00000080,SkillLineAbility Spell 42858 (Skill 8)
0,15916,1,0x00000080,SkillLineAbility Spell 42859 (Skill 8)
0,15917,1,0x00000080,SkillLineAbility Spell 42890 (Skill 8)
0,15918,1,0x00000080,SkillLineAbility Spell 42891 (Skill 8)
0,15927,1,0x00000080,SkillLineAbility Spell 42925 (Skill 8)
0,15928,1,0x00000080,SkillLineAbility Spell 42926 (Skill 8)
0,15942,1,0x00000080,SkillLineAbility Spell 42944 (Skill 8)
0,15943,1,0x00000080,SkillLineAbility Spell 42945 (Skill 8)
0,15944,1,0x00000080,SkillLineAbility Spell 42949 (Skill 8)
0,15945,1,0x00000080,SkillLineAbility Spell 42950 (Skill 8)
0,15957,1,0x00000080,SkillLineAbility Spell 43010 (Skill 8)
0,15967,1,0x00000080,SkillLineAbility Spell 43045 (Skill 8)
0,15968,1,0x00000080,SkillLineAbility Spell 43046 (Skill 8)
0,15969,1,0x00000080,SkillLineAbility Spell 34913 (Skill 8)
0,15970,1,0x00000080,SkillLineAbility Spell 43043 (Skill 8)
0,15971,1,0x00000080,SkillLineAbility Spell 43044 (Skill 8)
0,16052,1,0x00000080,SkillLineAbility Spell 44440 (Skill 8)
0,16053,1,0x00000080,SkillLineAbility Spell 44441 (Skill 8)
0,16054,1,0x00000080,SkillLineAbility Spell 44442 (Skill 8)
0,16055,1,0x00000080,SkillLineAbility Spell 44443 (Skill 8)
0,16057,1,0x00000080,SkillLineAbility Spell 44445 (Skill 8)
0,16058,1,0x00000080,SkillLineAbility Spell 44446 (Skill 8)
0,16059,1,0x00000080,SkillLineAbility Spell 44448 (Skill 8)
0,16060,1,0x00000080,SkillLineAbility Spell 44449 (Skill 8)
0,16061,1,0x00000080,SkillLineAbility Spell 44450 (Skill 8)
0,16062,1,0x00000080,SkillLineAbility Spell 44457 (Skill 8)
0,16063,1,0x00000080,SkillLineAbility Spell 44461 (Skill 8)
0,16065,1,0x00000080,SkillLineAbility Spell 44469 (Skill 8)
0,16066,1,0x00000080,SkillLineAbility Spell 44470 (Skill 8)
0,16067,1,0x00000080,SkillLineAbility Spell 44471 (Skill 8)
0,16068,1,0x00000080,SkillLineAbility Spell 44472 (Skill 8)
0,16141,1,0x00000080,SkillLineAbility Spell 44614 (Skill 8)
0,16428,1,0x00000080,SkillLineAbility Spell 47610 (Skill 8)
0,19135,1,0x00000080,SkillLineAbility Spell 54734 (Skill 8)
0,19137,1,0x00000080,SkillLineAbility Spell 54741 (Skill 8)
0,19138,1,0x00000080,SkillLineAbility Spell 54747 (Skill 8)
0,19139,1,0x00000080,SkillLineAbility Spell 54749 (Skill 8)
0,19140,1,0x00000080,SkillLineAbility Spell 54748 (Skill 8)
0,19291,1,0x00000080,SkillLineAbility Spell 55359 (Skill 8)
0,19292,1,0x00000080,SkillLineAbility Spell 55360 (Skill 8)
0,19294,1,0x00000080,SkillLineAbility Spell 55361 (Skill 8)
0,19295,1,0x00000080,SkillLineAbility Spell 55362 (Skill 8)
0,20989,1,0x00000080,SkillLineAbility Spell 64353 (Skill 8)
0,20990,1,0x00000080,SkillLineAbility Spell 64357 (Skill 8)
0,20991,1,0x00000080,SkillLineAbility Spell 64350 (Skill 8)
0,20992,1,0x00000080,SkillLineAbility Spell 64349 (Skill 8)
0,1401,1,0x00000001,SkillLineAbility Spell 78 (Skill 26)
0,1402,1,0x00000001,SkillLineAbility Spell 284 (Skill 26)
0,1403,1,0x00000001,SkillLineAbility Spell 285 (Skill 26)
0,1404,1,0x00000001,SkillLineAbility Spell 1608 (Skill 26)
0,3979,1,0x00000001,SkillLineAbility Spell 772 (Skill 26)
0,3980,1,0x00000001,SkillLineAbility Spell 6546 (Skill 26)
0,3981,1,0x00000001,SkillLineAbility Spell 6547 (Skill 26)
0,3982,1,0x00000001,SkillLineAbility Spell 6548 (Skill 26)
0,3995,1,0x00000001,SkillLineAbility Spell 1715 (Skill 26)
0,6057,1,0x00000001,SkillLineAbility Spell 2457 (Skill 26)
0,6058,1,0x00000001,SkillLineAbility Spell 100 (Skill 26)
0,6059,1,0x00000001,SkillLineAbility Spell 6178 (Skill 26)
0,6060,1,0x00000001,SkillLineAbility Spell 11578 (Skill 26)
0,6061,1,0x00000001,SkillLineAbility Spell 7384 (Skill 26)
0,6066,1,0x00000001,SkillLineAbility Spell 11572 (Skill 26)
0,6067,1,0x00000001,SkillLineAbility Spell 11573 (Skill 26)
0,6068,1,0x00000001,SkillLineAbility Spell 11574 (Skill 26)
0,6069,1,0x00000001,SkillLineAbility Spell 11564 (Skill 26)
0,6070,1,0x00000001,SkillLineAbility Spell 11565 (Skill 26)
0,6071,1,0x00000001,SkillLineAbility Spell 11566 (Skill 26)
0,6072,1,0x00000001,SkillLineAbility Spell 11567 (Skill 26)
0,6073,1,0x00000001,SkillLineAbility Spell 6343 (Skill 26)
0,6074,1,0x00000001,SkillLineAbility Spell 8198 (Skill 26)
0,6075,1,0x00000001,SkillLineAbility Spell 8204 (Skill 26)
0,6076,1,0x00000001,SkillLineAbility Spell 8205 (Skill 26)
0,6077,1,0x00000001,SkillLineAbility Spell 11580 (Skill 26)
0,6078,1,0x00000001,SkillLineAbility Spell 11581 (Skill 26)
0,7130,1,0x00000001,SkillLineAbility Spell 12294 (Skill 26)
0,11781,1,0x00000001,SkillLineAbility Spell 20230 (Skill 26)
0,11978,1,0x00000001,SkillLineAbility Spell 21156 (Skill 26)
0,12036,1,0x00000001,SkillLineAbility Spell 21551 (Skill 26)
0,12037,1,0x00000001,SkillLineAbility Spell 21552 (Skill 26)
0,12038,1,0x00000001,SkillLineAbility Spell 21553 (Skill 26)
0,13163,1,0x00000001,SkillLineAbility Spell 25208 (Skill 26)
0,13173,1,0x00000001,SkillLineAbility Spell 25248 (Skill 26)
0,13178,1,0x00000001,SkillLineAbility Spell 25264 (Skill 26)
0,13217,1,0x00000001,SkillLineAbility Spell 25286 (Skill 26)
0,14158,1,0x00000001,SkillLineAbility Spell 29707 (Skill 26)
0,14176,1,0x00000001,SkillLineAbility Spell 29623 (Skill 26)
0,14178,1,0x00000001,SkillLineAbility Spell 29723 (Skill 26)
0,14180,1,0x00000001,SkillLineAbility Spell 29725 (Skill 26)
0,14242,1,0x00000001,SkillLineAbility Spell 29834 (Skill 26)
0,14243,1,0x00000001,SkillLineAbility Spell 29838 (Skill 26)
0,14245,1,0x00000001,SkillLineAbility Spell 29841 (Skill 26)
0,14246,1,0x00000001,SkillLineAbility Spell 29842 (Skill 26)
0,14250,1,0x00000001,SkillLineAbility Spell 29836 (Skill 26)
0,14251,1,0x00000001,SkillLineAbility Spell 29859 (Skill 26)
0,14266,1,0x00000001,SkillLineAbility Spell 12300 (Skill 26)
0,14267,1,0x00000001,SkillLineAbility Spell 12959 (Skill 26)
0,14268,1,0x00000001,SkillLineAbility Spell 12960 (Skill 26)
0,14377,1,0x00000001,SkillLineAbility Spell 30324 (Skill 26)
0,14378,1,0x00000001,SkillLineAbility Spell 30330 (Skill 26)
0,15496,1,0x00000001,SkillLineAbility Spell 35446 (Skill 26)
0,15497,1,0x00000001,SkillLineAbility Spell 35448 (Skill 26)
0,15498,1,0x00000001,SkillLineAbility Spell 35449 (Skill 26)
0,16308,1,0x00000001,SkillLineAbility Spell 46854 (Skill 26)
0,16309,1,0x00000001,SkillLineAbility Spell 46855 (Skill 26)
0,16310,1,0x00000001,SkillLineAbility Spell 46856 (Skill 26)
0,16311,1,0x00000001,SkillLineAbility Spell 46857 (Skill 26)
0,16312,1,0x00000001,SkillLineAbility Spell 46845 (Skill 26)
0,16313,1,0x00000001,SkillLineAbility Spell 46859 (Skill 26)
0,16314,1,0x00000001,SkillLineAbility Spell 46860 (Skill 26)
0,16319,1,0x00000001,SkillLineAbility Spell 46865 (Skill 26)
0,16320,1,0x00000001,SkillLineAbility Spell 46866 (Skill 26)
0,16321,1,0x00000001,SkillLineAbility Spell 46867 (Skill 26)
